id,original_address_1,original_address_2,standardized_address_1,standardized_address_2,match_level,confidence_score,analysis,method_used,timestamp,status
382,"Hohenrainstrasse 24,Pratteln,4133,CHE","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa,Tokyo,JPN","Hohenrainstrasse 24, Pratteln, 4133, Basel-Landschaft, Switzerland","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa, Tokyo, Japan",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:29.829191,success
383,"Wurmisweg 576,Kaiseraugst,4303,CHE","45 WATERVIEW BLVD_x000D_
 _x000D_
 _x000D_,PARISPPANY,07054,USA","Wurmisweg 576, Kaiseraugst, 4303, Aargau, Switzerland","45 Waterview Boulevard, Parsippany, 07054, New Jersey, United States",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:29.829191,success
384,"Lichtstrasse 35,Basel,4056,CHE","Lichtstrasse 35_x000D_
 _x000D_
 _x000D_,Basel,4056,CHE","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:29.829191,success
385,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, Basel, 4056, Basel-Stadt, Switzerland","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:29.829191,success
386,"Eichenweg 1,Liestal,4410,CHE","_x000D_
 _x000D_
Haaksbergweg 16_x000D_,AMSTERDAM,1101 BX,NLD","Eichenweg 1, Liestal, 4410, Basel-Landschaft, Switzerland","Haaksbergweg 16, Amsterdam, 1101 BX, North Holland, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:49.397774,success
387,"Hohenrainstrasse 24,Pratteln,4133,CHE","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa,Tokyo,JPN","Hohenrainstrasse 24, Pratteln, 4133, Basel-Landschaft, Switzerland","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa, Tokyo, Japan",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:49.397774,success
388,"Aeschenplatz 6    ,Basel,CHE","50 Bank Street
LONDON
E14 5NT
United Kingdom,LONDON,E14 5NT,GBR","Aeschenplatz 6, Basel, 4051, Basel-Stadt, Switzerland","50 Bank Street, London, E14 5NT, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:49.397774,success
389,"3 Place des Bergues,Genève,1201,CHE","_x000D_
 _x000D_
Admiraliteitskade 62_x000D_,Rotterdam,3063 ED,NLD","3 Place des Bergues, Geneva, 1201, Geneva, Switzerland","Admiraliteitskade 62, Rotterdam, 3063 ED, South Holland, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:49.397774,success
390,"Route de Thonon 153    ,Vésenaz,1222,CHE","Refinitiv Geneva, 153 Route De Thonon,0,CHE","Route de Thonon 153, Vésenaz, 1222, Geneva, Switzerland","153 Route de Thonon, Geneva, 1222, Geneva, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:49.397774,success
391,"Schärenmoosstrasse 99,    ,Zürich,CHE","CH-8052,CHE","Schärenmoosstrasse 99, Zürich, Zürich, Switzerland","8052, Zürich, Zürich, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:56.038953,success
